uuid,lidar_year,num_returns,strat0_return-proportion,strat1_return-proportion,strat2_return-proportion,strat3_return-proportion,strat4_return-proportion,strat5_return-proportion,skewness,kurtosis,strat0_intensity-median,strat1_intensity-median,strat2_intensity-median,strat3_intensity-median,strat4_intensity-median,strat5_intensity-median,height_05-percentile,height_25-percentile,height_50-percentile,height_75-percentile,height_95_percentile,height_max,cover,lidar_acq,potential_volume,stddev_height,surface_area_ratio,surface_volume,surface_volume_ratio,aspect,elevation,overall_curvature,plan_curvature,profile_curvature,slope,solar_radiation_index
135a0cc3,2016,1778,0.529246,0.03712,0.160855,0.18054,0.064117,0.0,1.225116,3.5857449999999997,199.0,128.0,68.0,68.0,60.0,-9999.0,0.0,0.0,0.09,9.87,21.341499,27.040001,43.36333,ne-wa_2016,1483.0,4.9260525703430185,4.21160888671875,556.1727905273439,0.34602999687194824,163.03909301757812,875.0989990234375,0.02705000340938568,-0.4150499999523163,-0.4901999831199646,29.433799743652344,1.9272000789642332
135a0cc3,2016,1778,0.529246,0.03712,0.160855,0.18054,0.064117,0.0,1.225116,3.5857449999999997,199.0,128.0,68.0,68.0,60.0,-9999.0,0.0,0.0,0.09,9.87,21.341499,27.040001,43.36333,ne-wa_2016,1405.7933349609375,4.340822219848634,3.7637815475463863,449.328125,0.2671459913253784,163.11459350585938,875.4512939453125,1.16349995136261,-1.2856500148773191,0.12440001964569093,30.916099548339844,1.9300500154495241
135a0cc3,2016,1778,0.529246,0.03712,0.160855,0.18054,0.064117,0.0,1.225116,3.5857449999999997,199.0,128.0,68.0,68.0,60.0,-9999.0,0.0,0.0,0.09,9.87,21.341499,27.040001,43.36333,ne-wa_2016,1405.7933349609375,4.340822219848634,3.7637815475463863,449.328125,0.2671459913253784,163.03909301757812,875.0989990234375,0.02705000340938568,-0.4150499999523163,-0.4901999831199646,29.433799743652344,1.9272000789642332
135a0cc3,2016,5885,0.309771,0.225319,0.14086700000000002,0.170093,0.053866,0.0,1.383546,4.114821,76.0,70.0,41.0,42.0,43.0,-9999.0,0.0,0.0,0.9,9.24,20.23,27.120001,46.491079,colville_2016,1483.0,4.9260525703430185,4.21160888671875,556.1727905273439,0.34602999687194824,163.11459350585938,875.4512939453125,1.16349995136261,-1.2856500148773191,0.12440001964569093,30.916099548339844,1.9300500154495241
135a0cc3,2016,5885,0.309771,0.225319,0.14086700000000002,0.170093,0.053866,0.0,1.383546,4.114821,76.0,70.0,41.0,42.0,43.0,-9999.0,0.0,0.0,0.9,9.24,20.23,27.120001,46.491079,colville_2016,1483.0,4.9260525703430185,4.21160888671875,556.1727905273439,0.34602999687194824,163.03909301757812,875.0989990234375,0.02705000340938568,-0.4150499999523163,-0.4901999831199646,29.433799743652344,1.9272000789642332
135a0cc3,2016,5885,0.309771,0.225319,0.14086700000000002,0.170093,0.053866,0.0,1.383546,4.114821,76.0,70.0,41.0,42.0,43.0,-9999.0,0.0,0.0,0.9,9.24,20.23,27.120001,46.491079,colville_2016,1405.7933349609375,4.340822219848634,3.7637815475463863,449.328125,0.2671459913253784,163.11459350585938,875.4512939453125,1.16349995136261,-1.2856500148773191,0.12440001964569093,30.916099548339844,1.9300500154495241
135a0cc3,2016,5885,0.309771,0.225319,0.14086700000000002,0.170093,0.053866,0.0,1.383546,4.114821,76.0,70.0,41.0,42.0,43.0,-9999.0,0.0,0.0,0.9,9.24,20.23,27.120001,46.491079,colville_2016,1405.7933349609375,4.340822219848634,3.7637815475463863,449.328125,0.2671459913253784,163.03909301757812,875.0989990234375,0.02705000340938568,-0.4150499999523163,-0.4901999831199646,29.433799743652344,1.9272000789642332
13669ba8,2005,810,0.013580000000000002,0.012346,0.006173,0.511111,0.45679,0.0,-1.6527180000000001,8.256412,587.0,750.0,-9999.0,606.0,940.5,-9999.0,12.366,17.379998999999998,19.67,21.9375,25.536499,28.450001,97.407407,lower-columbia_2005,2581.89697265625,2.049704074859619,2.3003735542297363,2005.300048828125,0.7834949493408203,92.68524932861328,228.30599975585938,-0.3194000720977783,1.2957000732421875,1.0393999814987185,11.126749992370604,1.5880500078201294
13669ba8,2016,9045,0.088336,0.0377,0.010614,0.078386,0.499724,0.278828,-1.275609,3.549063,5055.0,144.0,3972.0,2528.0,2528.0,18776.0,0.0,21.190001,26.66,30.459999,34.650002,39.91,87.39635200000002,wa-western_2016,3818.0,2.769432544708252,3.188062191009521,3124.945068359375,0.8232104778289795,71.70549774169922,213.34230041503903,0.29055002331733704,-0.8396999835968018,-0.247299998998642,17.387800216674805,1.5760999917984009
136a045a,2002,454,1.0,0.0,0.0,0.0,0.0,0.0,-1.#IND00,-1.#IND00,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,puget-sound-lowlands_2002,0.0,0.0,1.0,0.0,,122.01570129394531,502.3077087402344,3.9008998870849614,-0.9509000182151794,0.9455000162124634,18.311199188232425,1.735200047492981
136a045a,2011,2426,0.020198,0.005771,0.007831999999999999,0.162407,0.6838420000000001,0.102638,-1.422029,5.839775,7.0,12.0,29.5,6.0,9.0,32.0,9.5725,21.0625,25.030001,27.1075,32.497501,38.700001,97.403133,thurston_2011,3499.000244140625,3.031773567199707,2.645186424255371,2573.18505859375,0.7407554984092712,91.6726531982422,499.87396240234375,1.0692498683929443,-1.821300029754639,-0.5863498449325562,27.47920036315918,1.5408499240875244
136a045a,2016,29835,0.037774,0.028758,0.048064,0.293079,0.484632,0.088587,-0.651806,2.968496,768.0,16.0,1507.5,1720.0,2899.0,10218.0,0.28,15.38,21.610001,26.68,32.209999,40.32,93.34674,wa-western_2016,3814.0,3.1581926345825195,2.6432476043701167,2875.1376953125,0.7548015117645264,59.53140258789063,490.44384765625,0.13529999554157254,0.5590999722480774,-0.5152000188827515,28.13195037841797,1.401750087738037
136cf457,2015,11126,0.108575,0.064084,0.083049,0.459195,0.219306,0.001618,-0.351319,1.9655740000000002,24.0,18.0,45.0,34.0,27.0,22.0,0.0,6.5025,14.885,19.59,24.047501,32.259998,82.73413599999998,dnr-clallam_2015,2501.0,2.480611801147461,2.639482021331787,1946.66748046875,0.7969110012054443,95.05490112304688,180.1889953613281,-3.805449962615967,2.674499988555908,-0.5375499725341797,14.025100708007812,1.6437499523162842
137100f0,2011,8713,0.274303,0.050844,0.16733599999999998,0.326179,0.088259,0.0,0.391563,1.880075,114.0,127.0,82.0,73.0,79.0,-9999.0,0.0,0.05,7.93,14.53,21.524,27.57,67.48536700000001,newberry-usfs_2011,2302.0,6.887066841125487,5.9873409271240225,993.4950561523438,0.4101960062980652,63.99530029296875,1687.0941162109375,-0.13475000858306885,-0.2836999893188477,-0.16940000653266907,10.319000244140623,1.6619000434875488
1374daf1,2012,12561,0.095773,0.028819,0.053817,0.224823,0.229918,0.333094,0.20813,2.262079,28.0,33.5,19.0,25.0,57.0,72.0,0.0,12.16,22.540001,33.41,51.0,59.09,87.540801,rogue-river_2012,5628.0,11.563721656799315,5.434422016143799,2611.126708984375,0.4710139930248261,299.073486328125,598.5125732421875,-3.3149001598358154,2.6900501251220703,-0.74795001745224,24.22174835205078,1.5005500316619873
1392c4d2,2017,1400,0.556429,0.05785700000000001,0.052857000000000015,0.209286,0.045,0.0,1.198413,2.92613,269.0,163.0,64.0,63.0,70.0,-9999.0,0.0,0.0,0.01,10.4375,19.580999,25.219999,38.571429,ne-wa_2017,2202.0283203125,6.30935001373291,3.1099276542663574,439.297607421875,0.1911430060863495,280.19338989257807,1014.115478515625,-0.5074999928474426,0.17589999735355374,-0.18639999628067014,14.887499809265135,1.604200005531311
13930838,2008,4204,0.094434,0.105138,0.047336,0.270219,0.328735,0.139153,-0.25350300000000003,1.9127459999999998,35.0,86.0,11.0,13.0,18.0,34.0,0.0,9.2425,19.030001,26.5075,34.047001,38.299999,80.042816,or-south-coast_2008,3602.8046875,8.682371139526367,7.21875,2049.829833984375,0.568761944770813,50.88949966430664,504.5494079589844,0.9050999879837036,0.042500000447034836,-0.9818999767303468,17.118900299072266,1.5378999710083008
13dfa22d,2005,933,0.398714,0.031083,0.07074,0.309753,0.142551,0.0,0.396784,1.6394349999999998,950.0,620.0,401.5,443.0,550.0,-9999.0,0.0,0.0,7.02,17.629998999999994,24.559999,29.82,57.020364,north-puget-sound-lowlands_2005,2574.239990234375,5.293932914733887,4.374743461608887,1250.390869140625,0.4886835217475891,117.46125030517578,137.21640014648438,-3.628350019454956,1.0472499132156372,-2.615900039672852,14.152549743652346,1.6946499347686768
13dfa22d,2006,755,0.049007,0.021192,0.027815,0.352318,0.498013,0.039735,-1.2426540000000001,4.577879,6.0,7.0,4.0,6.0,6.0,4.0,0.27399999999999997,17.599998,20.360001,23.120001,29.319000000000003,32.720001,92.980132,north-puget_2006,2711.133056640625,3.0850744247436523,2.981330394744873,1798.868408203125,0.7556829452514648,242.6862030029297,151.79739379882812,-6.772500038146973,2.8273999691009517,-3.713200092315674,14.20199966430664,1.5771000385284424
13dfa22d,2013,6443,0.27037100000000003,0.03337,0.066273,0.297532,0.251591,0.018625,0.1063,1.637246,89.5,56.0,18.0,16.0,19.0,9.0,0.0,0.08,12.7,20.469999,27.299,35.529999,69.625951,nooksack_2013,3073.0,4.7863450050354,4.041627883911134,1910.289306640625,0.7050250172615051,90.61740112304688,137.43829345703122,-5.121150016784668,1.5059499740600586,-3.7256500720977774,22.90299987792969,1.6768999099731443
13dfa22d,2016,17121,0.007534999999999998,0.092284,0.057941,0.253139,0.340459,0.075112,-0.090902,1.723186,8144.0,12400.0,11466.0,4343.5,4599.0,3491.5,1.1,3.42,17.51,24.18,31.4,38.889999,90.018106,wa-western_2016,3350.5,4.747034549713135,3.7462892532348633,2122.892578125,0.7100974917411804,267.0853881835937,137.36109924316406,0.20160000026226044,-0.044700000435113914,0.1679999977350235,1.6258000135421753,1.6581000089645386
13e793b6,2006,4517,0.654859,0.240204,0.005535,0.0044280000000000005,0.001328,0.0,7.6788929999999995,81.252946,38.0,40.0,32.0,27.0,14.5,-9999.0,0.0,0.0,0.0,0.28,2.702,20.73,10.493691,ahtanum_2006,1837.9998779296875,1.8525270223617556,2.040750026702881,62.08729553222656,0.12674599885940552,37.24455261230469,1631.836669921875,-0.07845000922679901,0.11649999767541885,-0.12355000525712967,16.389699935913086,1.4976999759674072
13f98fa2,2013,2358,0.245547,0.137405,0.182782,0.280322,0.000848,0.0,0.5776979999999999,1.92765,110.0,95.0,91.0,75.0,84.0,-9999.0,0.0,0.15,3.88,10.78,15.844501,20.65,61.704835,olympic-peninsula_2013,1843.5,3.4063754081726074,2.9737420082092285,804.723876953125,0.41289350390434265,174.39645385742188,588.2335815429688,4.664450168609619,-2.627699851989746,1.94569993019104,21.744400024414066,1.8342499732971191
1401dc95,2002,500,1.0,0.0,0.0,0.0,0.0,0.0,-1.#IND00,-1.#IND00,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clallam-county_2001-2002,0.0,0.0,1.0,0.0,,185.6891021728516,72.15264892578125,-0.05780000239610673,-0.13494999706745148,0.04830000177025795,6.0527000427246085,1.7415499687194824
140cdbe6,2015,10030,0.589531,0.018445,0.137986,0.212662,0.005484,0.0,1.015707,2.6732720000000003,22.0,24.0,45.0,42.0,25.0,-9999.0,0.0,0.0,0.0,8.97,15.235499,23.219999,39.202393,four-rivers_2014-2015,1527.0,4.355854034423828,3.3326196670532227,454.76025390625,0.2874689996242523,224.7969055175781,1495.379150390625,1.5590500831604004,-0.8963500261306763,0.7039999961853027,11.203900337219238,1.7845000028610232
141185a6,2015,26602,0.057101,0.042478,0.248853,0.243328,0.086873,0.187317,1.139081,3.257885,2034.0,2658.0,4161.5,5649.0,5297.0,4689.0,0.0,5.35,10.34,22.1875,46.57950200000001,61.970001,90.042102,upper-umpqua_2015,4990.0,11.881261825561525,6.489302158355713,1936.1341552734373,0.5268999934196472,273.61346435546875,909.9481201171876,-1.0353500843048096,1.3832499980926514,-0.11499999463558196,24.089599609375,1.6505498886108398
14147d24,2008,3571,0.020442,0.013162,0.020722,0.022683,0.041445,0.841501,-0.965591,3.068,37.0,56.0,42.0,50.5,44.0,53.0,3.055,46.790001,61.790001,73.620003,84.535004,90.900002,96.639597,or-south-coast_2008,8252.0,12.786246299743652,8.091957092285156,6242.533203125,0.7869575023651123,91.308349609375,346.965576171875,-3.423799991607666,0.9042500257492064,-4.630449771881104,48.58094787597656,1.4249500036239624
143111c6,2005,764,0.111257,0.014398,0.005236,0.146597,0.503927,0.218586,-1.1468,3.435227,54.0,68.0,-9999.0,49.5,49.5,57.0,0.0,19.545,24.92,29.505001,33.9785,37.290001,87.434555,olympic-peninsula_2005,3396.125244140625,6.541400909423827,4.820840835571289,2223.260986328125,0.641898512840271,21.89154815673828,487.3062744140625,-0.7121999859809875,2.2151999473571777,1.576799988746643,40.99580001831055,1.0508999824523926
144ec5df,2009,6175,0.031741000000000005,0.009069,0.004534000000000001,0.362591,0.583482,0.003725,-1.637183,6.715084,10.0,10.5,4.0,7.0,91.0,53.0,9.873,17.314999,21.120001,23.74,26.77,31.34,95.919028,lewis-county_2009,2952.0,2.9798505306243896,2.781121730804444,2266.478515625,0.7809039950370789,327.2966003417969,370.90771484375,3.627399921417236,-0.29760000109672546,2.7300498485565186,30.332500457763672,1.3538999557495115
144ec5df,2013,6690,0.119283,0.044843,0.011659,0.23991,0.5281020000000001,0.03991,-0.986186,2.705295,49.0,36.0,15.0,6.0,75.0,63.0,0.0,16.629998999999998,21.549999,25.477499,29.629999,33.41,83.58744399999998,winston_2013,3156.5,8.422586441040039,7.139042854309082,2072.560302734375,0.6610435247421265,184.71339416503903,369.9481506347656,14.225550651550293,-6.774100303649902,7.459050178527832,15.160650253295898,1.4799000024795532
14656d40,2017,1333,0.765941,0.026257,0.011253,0.185296,0.006751999999999999,0.0,1.603585,3.743057,258.0,148.0,23.5,52.0,59.0,-9999.0,0.0,0.0,0.0,0.1,16.864,21.02,20.780195000000006,ne-wa_2017,1945.5,4.801483631134033,4.1779770851135245,252.71990966796875,0.12995049357414246,19.90690040588379,1097.2740478515623,0.3516499996185303,0.15700000524520874,0.4686499834060669,11.145000457763672,1.5124499797821045
147457ae,2002,157,0.095541,0.031847,0.210191,0.28025500000000003,0.082803,0.0,0.8904299999999999,2.9403259999999998,70.0,130.0,110.0,100.0,95.0,-9999.0,0.0,3.08,6.38,12.24,22.364,29.01,87.261146,clark_2002,2156.0,5.571145057678223,3.1984639167785645,818.7962036132812,0.3972319960594177,84.27200317382812,675.6473999023438,-3.4755001068115234,1.0941499471664429,0.7676500082015991,24.934850692749023,1.6256000995635986
147457ae,2017,15279,0.484259,0.062242,0.108188,0.155442,0.001374,0.0,1.420177,3.839206,103.0,52.0,31.0,25.0,19.0,-9999.0,0.0,0.0,0.33,5.4,15.94,21.209999,45.34982700000001,southwest-state-lands_2017,1317.5,4.0984954833984375,3.094691038131714,420.8861083984375,0.23362749814987185,121.033447265625,671.443359375,0.3668000102043152,-0.27900001406669617,0.19134999811649325,17.84910011291504,1.778149962425232
14840055,2012,7912,0.030334,0.006067,0.045627,0.856294,0.053463,0.0,-1.663082,6.668236,3.0,3.0,3.0,3.0,3.0,-9999.0,6.9765,13.53,15.68,17.51,20.07,23.969999,96.35996,chehalis_2012,2186.0,2.7505970001220703,2.376966953277588,1709.9456787109375,0.7515609860420227,199.94749450683597,161.11749267578125,2.658499956130981,0.5021499991416931,2.7352001667022705,25.122398376464844,1.9112000465393064
149dc43d,2013,5877,0.019398,0.001531,0.002212,0.15348,0.816573,0.006296,-2.515484,13.115297,9.0,5.0,2.0,3.0,69.0,28.0,16.879998999999998,20.790001,23.030001,25.129999,27.772001,32.73,97.907095,olympic-peninsula_2013,2946.5,2.254119396209717,2.6498332023620605,2391.495849609375,0.8140119910240173,270.70999145507807,418.6544189453125,5.368649959564209,-3.236100196838379,3.243300199508667,34.379348754882805,1.5009000301361084
14a592b6,2002,234,1.0,0.0,0.0,0.0,0.0,0.0,-1.#IND00,-1.#IND00,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,puget-sound-lowlands_2002,0.0,0.0,1.0,0.0,,130.48249816894528,175.0872039794922,-13.662599563598633,7.458600044250487,-3.729899883270264,46.2417984008789,1.8149000406265257
14a592b6,2011,4485,0.02029,0.03835,0.038796,0.198439,0.480268,0.14113699999999998,-0.5146350000000001,2.521475,14.0,23.0,15.0,7.0,14.0,26.0,1.08,14.7,23.360001,27.690001,35.888000000000005,42.869999,94.136009,thurston_2011,3924.5,7.088698387145996,4.494852542877197,2571.29296875,0.7038705348968506,121.67425537109376,190.2222900390625,6.372600078582764,-6.563050270080566,1.5375499725341797,35.62269973754883,1.7610000371932983
14b51de6,2002,465,1.0,0.0,0.0,0.0,0.0,0.0,-1.#IND00,-1.#IND00,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,puget-sound-lowlands_2002,0.0,0.0,1.0,0.0,,257.67764282226557,29.53734970092773,0.16259999573230746,-0.6942999958992004,-0.966149926185608,30.6879997253418,1.6529500484466553
14b51de6,2011,3546,0.072476,0.042583,0.035815,0.185843,0.503948,0.156796,-0.238523,3.4387809999999996,18.0,29.0,5.0,18.0,21.0,26.5,0.0,16.884998,22.709999,26.4175,37.622501,52.970001,88.494078,thurston_2011,4437.42236328125,6.628523826599121,5.090488910675049,2877.60009765625,0.6480209827423096,196.2510070800781,34.91094970703125,0.8965499401092529,-2.922150135040283,-2.513499975204468,26.34880065917969,1.926800012588501
14b51de6,2016,7659,0.042173,0.058102,0.032772,0.241415,0.33881700000000003,0.276537,0.12073099999999999,2.663765,16730.0,4206.0,2010.0,1061.0,2616.0,6866.0,0.22899999999999998,15.46,23.190001,31.115002,46.571999,54.029999,89.972581,wa-western_2016,4787.0,7.3588619232177725,6.347797393798827,3172.701904296875,0.663345456123352,193.49264526367188,25.97595024108887,0.7512500286102295,-1.36204993724823,-0.8708999752998352,11.259699821472168,1.75285005569458
14cbfc88,2002,306,1.0,0.0,0.0,0.0,0.0,0.0,-1.#IND00,-1.#IND00,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clallam-county_2001-2002,0.0,0.0,1.0,0.0,,308.43890380859375,430.0205078125,16.114099502563473,-9.133199691772461,8.829700469970703,31.41349983215332,1.4259999990463257
14eaf3d1,2008,4790,0.077453,0.034864,0.08183700000000001,0.606472,0.113152,0.0,-0.704591,2.2658810000000003,47.0,31.0,66.0,25.0,49.0,-9999.0,0.0,8.842500999999997,14.73,18.16,21.290001,23.98,88.76826700000002,or-south-coast_2008,2274.0,3.827361106872559,2.8462920188903813,1714.14501953125,0.7741400003433228,301.7889099121094,481.5653076171875,-2.620300054550171,3.098599910736084,-2.5106000900268555,38.59930038452149,1.3622000217437744
1510bf7d,2015,6257,0.224389,0.055937,0.041394,0.12482,0.31277,0.208087,-0.156054,1.536454,146.0,129.0,53.0,60.0,32.0,107.0,0.0,0.33,21.08,28.790001,36.514,43.240002,71.96739699999998,klickitat_2015,3843.5,10.403175354003906,8.232295989990233,2212.00390625,0.575643002986908,227.443359375,765.06884765625,-2.8267500400543213,0.3285999894142151,-2.532750129699707,21.144451141357425,1.749500036239624
1522c232,2017,4591,0.344369,0.06730599999999999,0.153997,0.211065,0.114136,0.000436,0.8618549999999999,2.4721290000000002,60.0,16.0,11.0,10.0,8.0,-9999.0,0.0,0.0,4.17,13.32,23.345001,30.309999,58.832498,wenatchee-upper_2017,2267.5,6.208548545837402,3.1951704025268555,478.755615234375,0.21691548824310306,269.84100341796875,773.5938720703125,0.5472500324249268,-0.1959500312805176,0.22715002298355105,27.610849380493164,1.5952999591827393
152e7719,2008,9859,0.038239,0.035703,0.252865,0.224465,0.087636,0.270717,0.775624,2.207615,18.0,23.0,46.0,70.0,62.0,42.0,0.38,6.45,12.58,32.560001,49.57,58.77,92.605741,or-south-coast_2008,5164.0,12.02017307281494,9.5435791015625,2436.5478515625,0.5695549845695496,159.83114624023438,433.4409790039063,-3.412600040435791,1.609600067138672,-2.0377001762390137,10.326099395751953,1.7818000316619873
153a1aaf,2018,8295,0.481133,0.030862,0.205907,0.168053,0.0,0.0,0.8705299999999999,2.471135,50412.0,29564.0,14636.0,17409.0,22767.0,-9999.0,0.0,0.0,0.29,8.02,13.84,18.440001,48.800482,yakima-basin_2018,1617.0,4.800683975219727,3.8507039546966553,378.7817687988281,0.2540290057659149,200.94525146484372,1157.83642578125,0.11890000104904175,-0.021800000220537186,0.0048500001430511475,8.138500213623049,1.7724000215530396
153a9334,2016,48046,0.755422,0.07950700000000001,0.038193,0.088374,0.019377,0.000687,2.591871,8.912965,38969.0,33285.0,11164.0,10741.0,11536.0,13138.0,0.0,0.0,0.0,0.14,15.74,30.9,16.507097,mt-adams_2016,1930.0,5.0492706298828125,4.799376010894775,205.9620361328125,0.09469199925661087,248.1317443847656,1403.75341796875,0.5816999673843384,-0.3944500088691712,0.26889997720718384,14.145650863647461,1.7374500036239624
15412f3d,2013,11415,0.08007,0.038546,0.053,0.243276,0.4300479999999999,0.135261,-0.342133,2.6218,38.0,27.0,20.0,18.0,14.0,27.0,0.0,13.37,21.370001,26.780001,34.806,50.779999,88.138414,olympic-peninsula_2013,4266.0,5.396808624267578,3.758420467376709,2638.11328125,0.6667314767837524,217.88894653320312,151.91455078125,-3.049299955368042,1.8203999996185305,-0.8629499673843384,28.894001007080078,1.8535499572753904
15446708,2008,18017,0.103347,0.108342,0.096076,0.249653,0.277849,0.040906,0.20438900000000002,1.8585080000000003,94.0,96.0,45.0,51.0,50.0,78.0,0.0,1.98,13.41,21.709999,29.379999,53.869999,78.83110400000002,or-south-coast_2008,2931.0,9.30280303955078,6.149213790893555,1517.3507080078125,0.4915710091590881,323.9964904785156,330.08270263671875,-0.8801499605178833,-0.3280999958515167,-0.06274999678134917,42.06375122070313,1.174350023269653
154f562f,2015,36931,0.130649,0.008015000000000001,0.0883,0.465544,0.265955,0.00176,-0.500034,2.246198,19.0,10.0,4.0,5.0,8.0,13.0,0.0,9.23,15.98,20.309999,25.139999,32.509998,86.1336,wasco_2015,2757.0,5.44008731842041,4.1906938552856445,1831.5233154296875,0.6746180057525635,229.57611083984372,914.1006469726562,-1.2513500452041626,0.2697499990463257,0.04404999315738678,18.08465003967285,1.802049994468689
155bb380,2008,6431,0.051158,0.049914,0.048204,0.203856,0.4249729999999999,0.16031700000000002,-0.10903,2.9977080000000003,45.0,42.0,20.5,15.0,31.0,43.0,0.12,13.635,22.17,27.494999,34.939999,59.98,89.892707,or-south-coast_2008,4630.5,7.82023286819458,5.547660827636719,2629.75537109375,0.5868030190467834,67.42994689941406,238.08248901367188,-13.954899787902832,6.993599891662598,-6.315400123596191,42.466102600097656,1.270799994468689
1574efce,2006,4963,0.515817,0.190409,0.061656,0.087447,0.11082,0.016119,1.640091,4.228539,31.0,30.0,12.0,10.0,10.0,23.0,0.0,0.0,0.13,6.605,27.589001,33.360001000000004,29.377393,ahtanum_2006,3162.0,10.155797958374023,4.501273155212402,593.7272338867188,0.19258099794387815,31.321800231933594,1460.273681640625,-2.4679501056671143,1.2293999195098877,-1.047600030899048,18.8439998626709,1.4572499990463257
157bf362,2005,370,0.02973,0.010811,0.005405,0.08648600000000001,0.348649,0.505405,-1.452441,4.962904,65.0,46.5,35.0,-9999.0,71.0,99.0,4.3575,25.0175,30.24,34.43,38.336498,41.48,95.945946,olympic-peninsula_2005,3599.1171875,4.61781120300293,3.2756841182708736,2777.72802734375,0.7786689996719359,306.66748046875,359.1746826171875,14.415050506591795,-6.1118998527526855,7.174449920654298,39.95069885253906,1.4038500785827637
158cd027,2008,3697,0.025156,0.004598,0.168515,0.459291,0.106302,0.214498,1.333366,3.983112,12.0,10.0,15.0,74.0,55.0,38.0,4.888,11.12,16.24,25.700001,57.001999,73.16999799999998,97.024615,or-south-coast_2008,5726.0,11.273595809936525,5.847235679626465,2200.54052734375,0.4483065009117127,120.95939636230469,326.5148620605469,7.30994987487793,-4.259749889373778,3.9748501777648926,32.933799743652344,1.8015000820159912
15a2b65a,2016,3880,0.471907,0.088402,0.1,0.002577,0.0,0.0,1.08972,3.425864,136.0,66.0,38.0,45.0,50.0,-9999.0,0.0,0.0,0.2,3.32,6.0105,11.48,43.969072,loomis-loup-loup_2016,774.2468872070312,1.7573435306549072,2.710069179534912,251.13232421875,0.3342590034008026,333.93792724609375,1515.752685546875,-0.6104000210762024,0.2354000061750412,-0.18424999713897705,10.222799301147461,1.5270500183105469
15a36551,2012,3583,0.461345,0.179738,0.003907,0.0,0.0,0.0,0.98064,2.9367400000000004,15.0,8.0,5.0,3.5,-9999.0,-9999.0,0.0,0.0,0.23,1.95,3.38,6.32,35.891711,chehalis_2012,456.4999694824219,1.207744002342224,2.0359015464782715,127.59098815917969,0.2893964946269989,227.9907989501953,256.0050048828125,0.6427000164985657,-0.32600000500679016,0.3023000061511993,4.289400100708009,1.733299970626831
15b115b2,2005,1195,0.23431,0.100418,0.056904,0.160669,0.336402,0.053555999999999986,0.1042,1.534101,941.5,1308.0,409.0,419.0,445.5,686.5,0.0,0.19,16.110001,23.139999,30.281,38.650002,66.527197,north-puget-sound-lowlands_2005,3027.03515625,6.459022045135497,6.415280818939209,1500.79638671875,0.5295940041542053,219.66134643554688,329.94873046875,-0.9257500171661376,0.6665500402450562,-0.7400499582290649,22.759849548339844,1.8320499658584597
15b115b2,2015,30355,0.124856,0.118794,0.045989,0.158656,0.396706,0.097019,-0.171651,1.665243,32394.0,24529.0,17039.0,14511.5,5805.0,18912.0,0.0,1.79,19.799999,25.809999,33.189999,43.130001,75.634986,glacier-peak_2015,3997.0,5.0957069396972665,3.641053915023804,2683.752197265625,0.6908829808235168,216.63735961914062,330.30615234375,-0.6439999938011169,-0.1378999948501587,-0.16395001113414764,24.84149932861328,1.8529500961303709
15d1af74,2005,813,0.03444,0.02952,0.00369,0.051661,0.268143,0.583026,-1.248525,3.9248300000000005,463.5,891.0,973.0,732.0,503.0,748.5,0.7,25.76,31.549999,37.029999,42.257999,47.459999,93.603936,lower-columbia_2005,4257.8359375,6.441701889038086,4.438039779663086,3177.7880859375,0.7463390231132507,196.84814453125,274.01104736328125,-16.198049545288086,5.378600120544434,-6.930900096893311,39.56790161132813,1.9551000595092771
15d1af74,2016,10072,0.035743000000000004,0.026509,0.005361,0.046763,0.165707,0.649523,-1.091433,3.1435419999999996,11012.5,3972.0,7221.0,3611.0,8666.0,19137.0,0.57,26.09,33.825001,39.080002,45.02,52.450001,93.774821,wa-western_2016,4925.0,6.5498247146606445,5.003568649291992,3773.45849609375,0.7737054824829102,282.76153564453125,261.31646728515625,-3.1345000267028813,0.3999999761581421,-1.5952999591827393,15.525700569152832,1.5578999519348145
15d6da7e,2013,12203,0.038351,0.011063,0.031304000000000005,0.145538,0.237155,0.5262640000000001,0.090211,2.360434,26.5,21.0,27.5,49.0,47.0,62.0,1.6,20.549999,31.209999,45.34,60.34,73.550003,95.058592,tulalip_2013,5989.0,10.486106872558594,5.808722972869872,3891.307861328125,0.6618080139160156,186.02536010742188,668.255126953125,-1.2862000465393066,0.7778999805450441,-1.544800043106079,41.66799926757813,1.8784500360488887
