TARGET_ECOREGION,TRAIN_ECOREGION,MODEL,METRIC,TARGET,SCORE
Blue Mountains,Coast Range,RandomForestRegressor,rmse,total_cover,23.115997780807536
Blue Mountains,Coast Range,RandomForestRegressor,nrmse,total_cover,0.6966026348909787
Blue Mountains,Coast Range,RandomForestRegressor,mae,total_cover,20.266586206896548
Blue Mountains,Coast Range,RandomForestRegressor,mape,total_cover,0.6107353654312434
Blue Mountains,Coast Range,RandomForestRegressor,bias,total_cover,18.2397816091954
Blue Mountains,Coast Range,RandomForestRegressor,rel_bias,total_cover,-0.5496574298579839
Blue Mountains,Coast Range,RandomForestRegressor,rmse,topht,58.52832059647294
Blue Mountains,Coast Range,RandomForestRegressor,nrmse,topht,0.9519468857530651
Blue Mountains,Coast Range,RandomForestRegressor,mae,topht,54.87457189332007
Blue Mountains,Coast Range,RandomForestRegressor,mape,topht,0.892519677457253
Blue Mountains,Coast Range,RandomForestRegressor,bias,topht,54.87457189332007
Blue Mountains,Coast Range,RandomForestRegressor,rel_bias,topht,-0.892519677457253
Blue Mountains,Coast Range,RandomForestRegressor,rmse,qmd,8.43562858836432
Blue Mountains,Coast Range,RandomForestRegressor,nrmse,qmd,0.6375698814719856
Blue Mountains,Coast Range,RandomForestRegressor,mae,qmd,7.7280720402883505
Blue Mountains,Coast Range,RandomForestRegressor,mape,qmd,0.584092332079428
Blue Mountains,Coast Range,RandomForestRegressor,bias,qmd,7.661354439631215
Blue Mountains,Coast Range,RandomForestRegressor,rel_bias,qmd,-0.5790497757011471
Blue Mountains,Coast Range,RandomForestRegressor,rmse,tcuft,10273.701194855015
Blue Mountains,Coast Range,RandomForestRegressor,nrmse,tcuft,5.093903719516413
Blue Mountains,Coast Range,RandomForestRegressor,mae,tcuft,10024.688925287357
Blue Mountains,Coast Range,RandomForestRegressor,mape,tcuft,4.970438524052956
Blue Mountains,Coast Range,RandomForestRegressor,bias,tcuft,10024.688925287357
Blue Mountains,Coast Range,RandomForestRegressor,rel_bias,tcuft,-4.970438524052956
Blue Mountains,Coast Range,HistGradientBoostingRegressor,rmse,total_cover,27.97380326358907
Blue Mountains,Coast Range,HistGradientBoostingRegressor,nrmse,total_cover,0.8429930321899026
Blue Mountains,Coast Range,HistGradientBoostingRegressor,mae,total_cover,25.136676137190026
Blue Mountains,Coast Range,HistGradientBoostingRegressor,mape,total_cover,0.7574959556409879
Blue Mountains,Coast Range,HistGradientBoostingRegressor,bias,total_cover,24.563348662300953
Blue Mountains,Coast Range,HistGradientBoostingRegressor,rel_bias,total_cover,-0.7402186815449195
Blue Mountains,Coast Range,HistGradientBoostingRegressor,rmse,topht,59.066068715010985
Blue Mountains,Coast Range,HistGradientBoostingRegressor,nrmse,topht,0.9606932096103862
Blue Mountains,Coast Range,HistGradientBoostingRegressor,mae,topht,53.99357464354191
Blue Mountains,Coast Range,HistGradientBoostingRegressor,mape,topht,0.8781905017738169
Blue Mountains,Coast Range,HistGradientBoostingRegressor,bias,topht,53.91525960695508
Blue Mountains,Coast Range,HistGradientBoostingRegressor,rel_bias,topht,-0.876916729445708
Blue Mountains,Coast Range,HistGradientBoostingRegressor,rmse,qmd,9.875498419602058
Blue Mountains,Coast Range,HistGradientBoostingRegressor,nrmse,qmd,0.7463961091823426
Blue Mountains,Coast Range,HistGradientBoostingRegressor,mae,qmd,8.941757968126067
Blue Mountains,Coast Range,HistGradientBoostingRegressor,mape,qmd,0.6758234443551704
Blue Mountains,Coast Range,HistGradientBoostingRegressor,bias,qmd,8.884148432226764
Blue Mountains,Coast Range,HistGradientBoostingRegressor,rel_bias,qmd,-0.6714692809884193
Blue Mountains,Coast Range,HistGradientBoostingRegressor,rmse,tcuft,7478.443287749095
Blue Mountains,Coast Range,HistGradientBoostingRegressor,nrmse,tcuft,3.707959707718097
Blue Mountains,Coast Range,HistGradientBoostingRegressor,mae,tcuft,7087.292188508805
Blue Mountains,Coast Range,HistGradientBoostingRegressor,mape,tcuft,3.5140192765606413
Blue Mountains,Coast Range,HistGradientBoostingRegressor,bias,tcuft,7065.530385918188
Blue Mountains,Coast Range,HistGradientBoostingRegressor,rel_bias,tcuft,-3.5032293455457855
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,rmse,total_cover,22.916431860055347
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,nrmse,total_cover,0.6905886982420558
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,mae,total_cover,20.05873476959055
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,mape,total_cover,0.6044717440091367
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,bias,total_cover,-19.700406589189473
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,rel_bias,total_cover,0.5936734926427032
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,rmse,topht,24.209437663637964
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,nrmse,topht,0.39375978252692145
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,mae,topht,20.862633659804107
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,mape,topht,0.3393249445509361
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,bias,topht,-18.39564165589605
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,rel_bias,topht,0.2992000044985897
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,rmse,qmd,4.2096994452346035
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,nrmse,qmd,0.3181716155726738
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,mae,qmd,3.2073387043854784
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,mape,qmd,0.24241258800988422
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,bias,qmd,-2.4178621677455414
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,rel_bias,qmd,0.18274347661909482
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,rmse,tcuft,5824.747472165728
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,nrmse,tcuft,2.8880247002480144
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,mae,tcuft,5613.6706230433
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,mape,tcuft,2.783368634585233
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,bias,tcuft,-5613.6706230433
Blue Mountains,Eastern Cascades Slopes And Foothills,ElasticNet,rel_bias,tcuft,2.783368634585233
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,rmse,total_cover,22.749135900788037
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,nrmse,total_cover,0.6855472197327881
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,mae,total_cover,19.8983472647508
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,mape,total_cover,0.5996384523842465
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,bias,total_cover,-19.551444957140212
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,rel_bias,total_cover,0.5891845207035672
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,rmse,topht,25.02849923965031
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,nrmse,topht,0.4070815916712613
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,mae,topht,21.564866751324725
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,mape,topht,0.3507465708291739
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,bias,topht,-19.143516940473695
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,rel_bias,topht,0.31136398837562373
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,rmse,qmd,4.040571423889117
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,nrmse,qmd,0.3053888180142832
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,mae,qmd,3.0727583500761146
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,mape,qmd,0.23224092390131582
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,bias,qmd,-2.1153192101236877
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,rel_bias,qmd,0.1598770979478936
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,rmse,tcuft,5942.79084457651
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,nrmse,tcuft,2.9465529329056537
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,mae,tcuft,5729.194297573066
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,mape,tcuft,2.8406475513279235
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,bias,tcuft,-5729.194297573066
Blue Mountains,Eastern Cascades Slopes And Foothills,Lasso,rel_bias,tcuft,2.8406475513279235
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,rmse,total_cover,10.74094787452805
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,nrmse,total_cover,0.32367941291442337
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,mae,total_cover,8.50883381278203
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,mape,total_cover,0.2564144585078062
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,bias,total_cover,2.344038625756208
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,rel_bias,total_cover,-0.07063781102902324
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,rmse,topht,16.629092422093606
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,nrmse,topht,0.27046757164369856
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,mae,topht,13.266400404353767
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,mape,topht,0.2157743195323944
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,bias,topht,3.586434840874367
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,rel_bias,topht,-0.058332367013660485
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,rmse,qmd,3.363705499070731
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,nrmse,qmd,0.25423088438333347
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,mae,qmd,2.5868867090092182
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,mape,qmd,0.1955184530906745
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,bias,qmd,-0.42191478794080767
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,rel_bias,qmd,0.031888573390931874
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,rmse,tcuft,1289.90724620318
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,nrmse,tcuft,0.6395614583920433
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,mae,tcuft,1057.994540229885
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,mape,tcuft,0.5245745638781081
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,bias,tcuft,572.4025862068967
Blue Mountains,Eastern Cascades Slopes And Foothills,KNeighborsRegressor,rel_bias,tcuft,-0.28380849390483687
Blue Mountains,Eastern Cascades Slopes And Foothills,RandomForestRegressor,rmse,total_cover,10.611555564301252
Blue Mountains,Eastern Cascades Slopes And Foothills,RandomForestRegressor,nrmse,total_cover,0.3197801642169064
Blue Mountains,Eastern Cascades Slopes And Foothills,RandomForestRegressor,mae,total_cover,8.360689655172413
Blue Mountains,Eastern Cascades Slopes And Foothills,RandomForestRegressor,mape,total_cover,0.25195012123311394
Blue Mountains,Eastern Cascades Slopes And Foothills,RandomForestRegressor,bias,total_cover,1.7590804597701148
Blue Mountains,Eastern Cascades Slopes And Foothills,RandomForestRegressor,rel_bias,total_cover,-0.05301004502944232
Blue Mountains,Eastern Cascades Slopes And Foothills,RandomForestRegressor,rmse,topht,18.720800852920597
Blue Mountains,Eastern Cascades Slopes And Foothills,RandomForestRegressor,nrmse,topht,0.3044886285668521
Blue Mountains,Eastern Cascades Slopes And Foothills,RandomForestRegressor,mae,topht,14.15796551724138
Blue Mountains,Eastern Cascades Slopes And Foothills,RandomForestRegressor,mape,topht,0.23027537857543465
