TARGET_ECOREGION,TRAIN_ECOREGION,WEIGHTED,MODEL,METRIC,TARGET,SCORE
North Cascades,Cascades,unweighted,Lasso,mae,BA,64.78509367267269
North Cascades,Cascades,unweighted,Lasso,mape,BA,0.3810116918787611
North Cascades,Cascades,unweighted,Lasso,bias,BA,28.588847141482237
North Cascades,Cascades,unweighted,Lasso,rel_bias,BA,-0.16813566826459844
North Cascades,Cascades,weighted,Lasso,rmse,BA,100.95729407084418
North Cascades,Cascades,weighted,Lasso,nrmse,BA,0.593746296266597
North Cascades,Cascades,weighted,Lasso,mae,BA,83.18702361934655
North Cascades,Cascades,weighted,Lasso,mape,BA,0.4892364402790885
North Cascades,Cascades,weighted,Lasso,bias,BA,55.877992304377564
North Cascades,Cascades,weighted,Lasso,rel_bias,BA,-0.32862757742156046
Northern Rockies,Cascades,unweighted,Lasso,rmse,BA,89.09507674116564
Northern Rockies,Cascades,unweighted,Lasso,nrmse,BA,0.9798880655659936
Northern Rockies,Cascades,unweighted,Lasso,mae,BA,79.83327258028072
Northern Rockies,Cascades,unweighted,Lasso,mape,BA,0.8780246215372471
Northern Rockies,Cascades,unweighted,Lasso,bias,BA,71.33241847106495
Northern Rockies,Cascades,unweighted,Lasso,rel_bias,BA,-0.7845302805094291
Northern Rockies,Cascades,weighted,Lasso,rmse,BA,229.87907932736084
Northern Rockies,Cascades,weighted,Lasso,nrmse,BA,2.5282627794415675
Northern Rockies,Cascades,weighted,Lasso,mae,BA,225.35685694699922
Northern Rockies,Cascades,weighted,Lasso,mape,BA,2.4785263416670618
Northern Rockies,Cascades,weighted,Lasso,bias,BA,222.41754064347344
Northern Rockies,Cascades,weighted,Lasso,rel_bias,BA,-2.446199067567328
Puget Lowland,Cascades,unweighted,Lasso,rmse,BA,126.72728659617363
Puget Lowland,Cascades,unweighted,Lasso,nrmse,BA,0.7198466374140239
Puget Lowland,Cascades,unweighted,Lasso,mae,BA,53.77722704736429
Puget Lowland,Cascades,unweighted,Lasso,mape,BA,0.3054697776561131
Puget Lowland,Cascades,unweighted,Lasso,bias,BA,-3.986629137160987
Puget Lowland,Cascades,unweighted,Lasso,rel_bias,BA,0.022645174974406476
Puget Lowland,Cascades,weighted,Lasso,rmse,BA,106.02501901528196
Puget Lowland,Cascades,weighted,Lasso,nrmse,BA,0.6022519338168573
Puget Lowland,Cascades,weighted,Lasso,mae,BA,60.1241987524662
Puget Lowland,Cascades,weighted,Lasso,mape,BA,0.3415223624024318
Puget Lowland,Cascades,weighted,Lasso,bias,BA,-27.171007088981003
Puget Lowland,Cascades,weighted,Lasso,rel_bias,BA,0.15433896371885342
Willamette Valley,Cascades,unweighted,Lasso,rmse,BA,92.69568218455031
Willamette Valley,Cascades,unweighted,Lasso,nrmse,BA,0.40051390011411403
Willamette Valley,Cascades,unweighted,Lasso,mae,BA,59.50491342913761
Willamette Valley,Cascades,unweighted,Lasso,mape,BA,0.25710523286303427
Willamette Valley,Cascades,unweighted,Lasso,bias,BA,-48.7666892516445
Willamette Valley,Cascades,unweighted,Lasso,rel_bias,BA,0.21070816296429998
Willamette Valley,Cascades,weighted,Lasso,rmse,BA,109.38634662468678
Willamette Valley,Cascades,weighted,Lasso,nrmse,BA,0.4726299140737069
Willamette Valley,Cascades,weighted,Lasso,mae,BA,66.0698588747124
Willamette Valley,Cascades,weighted,Lasso,mape,BA,0.28547065229226615
Willamette Valley,Cascades,weighted,Lasso,bias,BA,-59.50692157939527
Willamette Valley,Cascades,weighted,Lasso,rel_bias,BA,0.25711390955727453
Blue Mountains,Coast Range,unweighted,Lasso,rmse,BA,97.91533643768996
Blue Mountains,Coast Range,unweighted,Lasso,nrmse,BA,1.5969278669994738
Blue Mountains,Coast Range,unweighted,Lasso,mae,BA,93.67954223956146
Blue Mountains,Coast Range,unweighted,Lasso,mape,BA,1.5278451467642158
Blue Mountains,Coast Range,unweighted,Lasso,bias,BA,-93.67954223956146
Blue Mountains,Coast Range,unweighted,Lasso,rel_bias,BA,1.5278451467642158
Blue Mountains,Coast Range,weighted,Lasso,rmse,BA,130.84401696937684
Blue Mountains,Coast Range,weighted,Lasso,nrmse,BA,2.1339706784495163
Blue Mountains,Coast Range,weighted,Lasso,mae,BA,128.78477087205817
Blue Mountains,Coast Range,weighted,Lasso,mape,BA,2.100385873479656
Blue Mountains,Coast Range,weighted,Lasso,bias,BA,-128.78477087205817
Blue Mountains,Coast Range,weighted,Lasso,rel_bias,BA,2.100385873479656
Cascades,Coast Range,unweighted,Lasso,rmse,BA,69.23179015688501
Cascades,Coast Range,unweighted,Lasso,nrmse,BA,0.3405276005677817
Cascades,Coast Range,unweighted,Lasso,mae,BA,50.41722252930985
Cascades,Coast Range,unweighted,Lasso,mape,BA,0.2479851492543041
Cascades,Coast Range,unweighted,Lasso,bias,BA,-17.84980372053595
Cascades,Coast Range,unweighted,Lasso,rel_bias,BA,0.08779710618179769
Cascades,Coast Range,weighted,Lasso,rmse,BA,74.15135715611687
Cascades,Coast Range,weighted,Lasso,nrmse,BA,0.3647252753972873
Cascades,Coast Range,weighted,Lasso,mae,BA,53.31820444430095
Cascades,Coast Range,weighted,Lasso,mape,BA,0.26225409143482353
Cascades,Coast Range,weighted,Lasso,bias,BA,-21.36384377252371
Cascades,Coast Range,weighted,Lasso,rel_bias,BA,0.10508147257606275
Eastern Cascades,Coast Range,unweighted,Lasso,rmse,BA,56.660016543333924
Eastern Cascades,Coast Range,unweighted,Lasso,nrmse,BA,0.47921282202438914
Eastern Cascades,Coast Range,unweighted,Lasso,mae,BA,41.39277943899893
Eastern Cascades,Coast Range,unweighted,Lasso,mape,BA,0.35008727241060955
Eastern Cascades,Coast Range,unweighted,Lasso,bias,BA,-29.597763440465652
Eastern Cascades,Coast Range,unweighted,Lasso,rel_bias,BA,0.2503286904808458
Eastern Cascades,Coast Range,weighted,Lasso,rmse,BA,107.9813908455584
Eastern Cascades,Coast Range,weighted,Lasso,nrmse,BA,0.9132730660896097
Eastern Cascades,Coast Range,weighted,Lasso,mae,BA,96.29538839600511
Eastern Cascades,Coast Range,weighted,Lasso,mape,BA,0.814436486898861
Eastern Cascades,Coast Range,weighted,Lasso,bias,BA,-95.65882757837738
Eastern Cascades,Coast Range,weighted,Lasso,rel_bias,BA,0.8090526532112687
Klamath Mountains,Coast Range,unweighted,Lasso,rmse,BA,74.17671668428119
Klamath Mountains,Coast Range,unweighted,Lasso,nrmse,BA,0.4178736863157766
Klamath Mountains,Coast Range,unweighted,Lasso,mae,BA,54.781879521339334
Klamath Mountains,Coast Range,unweighted,Lasso,mape,BA,0.30861309265444814
Klamath Mountains,Coast Range,unweighted,Lasso,bias,BA,-8.821829422174163
Klamath Mountains,Coast Range,unweighted,Lasso,rel_bias,BA,0.04969767530131303
Klamath Mountains,Coast Range,weighted,Lasso,rmse,BA,76.5262341080169
Klamath Mountains,Coast Range,weighted,Lasso,nrmse,BA,0.43110966589004696
Klamath Mountains,Coast Range,weighted,Lasso,mae,BA,56.15887682496343
Klamath Mountains,Coast Range,weighted,Lasso,mape,BA,0.3163703912386037
Klamath Mountains,Coast Range,weighted,Lasso,bias,BA,-14.841365703136836
Klamath Mountains,Coast Range,weighted,Lasso,rel_bias,BA,0.08360866419481945
North Cascades,Coast Range,unweighted,Lasso,rmse,BA,77.98144609403457
North Cascades,Coast Range,unweighted,Lasso,nrmse,BA,0.45862159066343083
North Cascades,Coast Range,unweighted,Lasso,mae,BA,54.662426563726235
North Cascades,Coast Range,unweighted,Lasso,mape,BA,0.3214786372382605
North Cascades,Coast Range,unweighted,Lasso,bias,BA,-34.56271017637069
North Cascades,Coast Range,unweighted,Lasso,rel_bias,BA,0.2032689301454088
North Cascades,Coast Range,weighted,Lasso,rmse,BA,95.5510956983955
North Cascades,Coast Range,weighted,Lasso,nrmse,BA,0.5619515627600568
North Cascades,Coast Range,weighted,Lasso,mae,BA,77.2124894215703
North Cascades,Coast Range,weighted,Lasso,mape,BA,0.45409923117997675
North Cascades,Coast Range,weighted,Lasso,bias,BA,-70.32274878618962
North Cascades,Coast Range,weighted,Lasso,rel_bias,BA,0.4135795438988957
Northern Rockies,Coast Range,unweighted,Lasso,rmse,BA,123.2882968504034
Northern Rockies,Coast Range,unweighted,Lasso,nrmse,BA,1.3559529339498184
Northern Rockies,Coast Range,unweighted,Lasso,mae,BA,109.4220201202022
Northern Rockies,Coast Range,unweighted,Lasso,mape,BA,1.2034484457250312
Northern Rockies,Coast Range,unweighted,Lasso,bias,BA,-108.70430229065757
Northern Rockies,Coast Range,unweighted,Lasso,rel_bias,BA,1.1955548206074744
Northern Rockies,Coast Range,weighted,Lasso,rmse,BA,208.3057353327025
Northern Rockies,Coast Range,weighted,Lasso,nrmse,BA,2.2909941997631558
Northern Rockies,Coast Range,weighted,Lasso,mae,BA,201.57468952450574
Northern Rockies,Coast Range,weighted,Lasso,mape,BA,2.2169646158907335
Northern Rockies,Coast Range,weighted,Lasso,bias,BA,-201.57468952450574
Northern Rockies,Coast Range,weighted,Lasso,rel_bias,BA,2.2169646158907335
Puget Lowland,Coast Range,unweighted,Lasso,rmse,BA,146.71863653141128
Puget Lowland,Coast Range,unweighted,Lasso,nrmse,BA,0.8334031287962231
Puget Lowland,Coast Range,unweighted,Lasso,mae,BA,62.269092564504284
Puget Lowland,Coast Range,unweighted,Lasso,mape,BA,0.3537059626331052
Puget Lowland,Coast Range,unweighted,Lasso,bias,BA,-19.01218462906584
Puget Lowland,Coast Range,unweighted,Lasso,rel_bias,BA,0.1079945569949642
Puget Lowland,Coast Range,weighted,Lasso,rmse,BA,108.29703897597776
Puget Lowland,Coast Range,weighted,Lasso,nrmse,BA,0.6151576463336579
Puget Lowland,Coast Range,weighted,Lasso,mae,BA,54.26958346782723
Puget Lowland,Coast Range,weighted,Lasso,mape,BA,0.3082665006287184
Puget Lowland,Coast Range,weighted,Lasso,bias,BA,-18.985862787327616
Puget Lowland,Coast Range,weighted,Lasso,rel_bias,BA,0.10784504152931565
Willamette Valley,Coast Range,unweighted,Lasso,rmse,BA,86.93833579220298
Willamette Valley,Coast Range,unweighted,Lasso,nrmse,BA,0.37563790585457474
Willamette Valley,Coast Range,unweighted,Lasso,mae,BA,52.61158148683576
Willamette Valley,Coast Range,unweighted,Lasso,mape,BA,0.2273209409097606
Willamette Valley,Coast Range,unweighted,Lasso,bias,BA,-39.833209848301316
Willamette Valley,Coast Range,unweighted,Lasso,rel_bias,BA,0.17210892518860094
Willamette Valley,Coast Range,weighted,Lasso,rmse,BA,108.42739358459166
Willamette Valley,Coast Range,weighted,Lasso,nrmse,BA,0.46848652774692934
Willamette Valley,Coast Range,weighted,Lasso,mae,BA,59.40882855097798
Willamette Valley,Coast Range,weighted,Lasso,mape,BA,0.2566900751298285
Willamette Valley,Coast Range,weighted,Lasso,bias,BA,-51.81651975109006
Willamette Valley,Coast Range,weighted,Lasso,rel_bias,BA,0.22388568622356034
Blue Mountains,Eastern Cascades,unweighted,Lasso,rmse,BA,52.654584787410165
Blue Mountains,Eastern Cascades,unweighted,Lasso,nrmse,BA,0.8587579518333279
Blue Mountains,Eastern Cascades,unweighted,Lasso,mae,BA,47.20624319448385
Blue Mountains,Eastern Cascades,unweighted,Lasso,mape,BA,0.7698994661740041
Blue Mountains,Eastern Cascades,unweighted,Lasso,bias,BA,-44.461462696677735
Blue Mountains,Eastern Cascades,unweighted,Lasso,rel_bias,BA,0.7251340941167616
Blue Mountains,Eastern Cascades,weighted,Lasso,rmse,BA,27.01030175446395
Blue Mountains,Eastern Cascades,weighted,Lasso,nrmse,BA,0.4405183614439907
Blue Mountains,Eastern Cascades,weighted,Lasso,mae,BA,18.018623911158457
Blue Mountains,Eastern Cascades,weighted,Lasso,mape,BA,0.29387064065314306
Blue Mountains,Eastern Cascades,weighted,Lasso,bias,BA,1.5893205114444224
Blue Mountains,Eastern Cascades,weighted,Lasso,rel_bias,BA,-0.025920660712171188
Cascades,Eastern Cascades,unweighted,Lasso,rmse,BA,86.09847687818781
Cascades,Eastern Cascades,unweighted,Lasso,nrmse,BA,0.4234890890070997
Cascades,Eastern Cascades,unweighted,Lasso,mae,BA,66.709529325683
Cascades,Eastern Cascades,unweighted,Lasso,mape,BA,0.3281214584341032
Cascades,Eastern Cascades,unweighted,Lasso,bias,BA,33.441128508690724
Cascades,Eastern Cascades,unweighted,Lasso,rel_bias,BA,-0.16448552356566223
Cascades,Eastern Cascades,weighted,Lasso,rmse,BA,218.95636859830205
Cascades,Eastern Cascades,weighted,Lasso,nrmse,BA,1.0769718168323228
Cascades,Eastern Cascades,weighted,Lasso,mae,BA,99.5800388140997
Cascades,Eastern Cascades,weighted,Lasso,mape,BA,0.48980030134956226
Cascades,Eastern Cascades,weighted,Lasso,bias,BA,-28.24732592823017
Cascades,Eastern Cascades,weighted,Lasso,rel_bias,BA,0.1389389772963961
Coast Range,Eastern Cascades,unweighted,Lasso,rmse,BA,107.5843932257353
Coast Range,Eastern Cascades,unweighted,Lasso,nrmse,BA,0.5212538386723848
Coast Range,Eastern Cascades,unweighted,Lasso,mae,BA,83.91591525980047
Coast Range,Eastern Cascades,unweighted,Lasso,mape,BA,0.4065784231649515
Coast Range,Eastern Cascades,unweighted,Lasso,bias,BA,60.196664813711955
Coast Range,Eastern Cascades,unweighted,Lasso,rel_bias,BA,-0.29165701147363404
Coast Range,Eastern Cascades,weighted,Lasso,rmse,BA,237.48145551156313
Coast Range,Eastern Cascades,weighted,Lasso,nrmse,BA,1.1506141047723646
Coast Range,Eastern Cascades,weighted,Lasso,mae,BA,117.74369276029428
Coast Range,Eastern Cascades,weighted,Lasso,mape,BA,0.5704763487580269
Coast Range,Eastern Cascades,weighted,Lasso,bias,BA,-53.803517542419804
Coast Range,Eastern Cascades,weighted,Lasso,rel_bias,BA,0.2606817700241915
Klamath Mountains,Eastern Cascades,unweighted,Lasso,rmse,BA,88.66631460805567
Klamath Mountains,Eastern Cascades,unweighted,Lasso,nrmse,BA,0.4995006707428744
Klamath Mountains,Eastern Cascades,unweighted,Lasso,mae,BA,70.33925851556397
Klamath Mountains,Eastern Cascades,unweighted,Lasso,mape,BA,0.3962554095474781
Klamath Mountains,Eastern Cascades,unweighted,Lasso,bias,BA,45.82922640022469
Klamath Mountains,Eastern Cascades,unweighted,Lasso,rel_bias,BA,-0.25817842353920817
Klamath Mountains,Eastern Cascades,weighted,Lasso,rmse,BA,133.00109848097776
Klamath Mountains,Eastern Cascades,weighted,Lasso,nrmse,BA,0.7492601693716013
Klamath Mountains,Eastern Cascades,weighted,Lasso,mae,BA,77.54572108755232
Klamath Mountains,Eastern Cascades,weighted,Lasso,mape,BA,0.4368529341463472
Klamath Mountains,Eastern Cascades,weighted,Lasso,bias,BA,7.7521827495486555
Klamath Mountains,Eastern Cascades,weighted,Lasso,rel_bias,BA,-0.04367183298683182
North Cascades,Eastern Cascades,unweighted,Lasso,rmse,BA,69.57670182557877
North Cascades,Eastern Cascades,unweighted,Lasso,nrmse,BA,0.4091919201637269
North Cascades,Eastern Cascades,unweighted,Lasso,mae,BA,50.463868085753845
North Cascades,Eastern Cascades,unweighted,Lasso,mape,BA,0.2967862307222388
North Cascades,Eastern Cascades,unweighted,Lasso,bias,BA,2.8418652197932937
North Cascades,Eastern Cascades,unweighted,Lasso,rel_bias,BA,-0.016713472407026624
North Cascades,Eastern Cascades,weighted,Lasso,rmse,BA,543.395970111049
North Cascades,Eastern Cascades,weighted,Lasso,nrmse,BA,3.1958002403791244
North Cascades,Eastern Cascades,weighted,Lasso,mae,BA,163.36092060896755
North Cascades,Eastern Cascades,weighted,Lasso,mape,BA,0.9607521918942517
North Cascades,Eastern Cascades,weighted,Lasso,bias,BA,-125.13703075207907
North Cascades,Eastern Cascades,weighted,Lasso,rel_bias,BA,0.7359512675003783
Northern Rockies,Eastern Cascades,unweighted,Lasso,rmse,BA,73.78332682154797
Northern Rockies,Eastern Cascades,unweighted,Lasso,nrmse,BA,0.8114859320479691
Northern Rockies,Eastern Cascades,unweighted,Lasso,mae,BA,57.340138200516044
Northern Rockies,Eastern Cascades,unweighted,Lasso,mape,BA,0.63063997648065
Northern Rockies,Eastern Cascades,unweighted,Lasso,bias,BA,-52.29914455126648
Northern Rockies,Eastern Cascades,unweighted,Lasso,rel_bias,BA,0.575197973441089
Northern Rockies,Eastern Cascades,weighted,Lasso,rmse,BA,107.17952438383521
Northern Rockies,Eastern Cascades,weighted,Lasso,nrmse,BA,1.1787849638635992
Northern Rockies,Eastern Cascades,weighted,Lasso,mae,BA,55.16431203832373
Northern Rockies,Eastern Cascades,weighted,Lasso,mape,BA,0.606709741869904
Northern Rockies,Eastern Cascades,weighted,Lasso,bias,BA,-14.37148276929501
Northern Rockies,Eastern Cascades,weighted,Lasso,rel_bias,BA,0.15806085998478994
Puget Lowland,Eastern Cascades,unweighted,Lasso,rmse,BA,119.78901089468928
Puget Lowland,Eastern Cascades,unweighted,Lasso,nrmse,BA,0.6804352796290168
Puget Lowland,Eastern Cascades,unweighted,Lasso,mae,BA,62.656695033018586
Puget Lowland,Eastern Cascades,unweighted,Lasso,mape,BA,0.355907653690395
Puget Lowland,Eastern Cascades,unweighted,Lasso,bias,BA,36.373160796794345
Puget Lowland,Eastern Cascades,unweighted,Lasso,rel_bias,BA,-0.20660978542945124
Puget Lowland,Eastern Cascades,weighted,Lasso,rmse,BA,99.6159271181362
Puget Lowland,Eastern Cascades,weighted,Lasso,nrmse,BA,0.5658464889047499
Puget Lowland,Eastern Cascades,weighted,Lasso,mae,BA,58.95653080196711
Puget Lowland,Eastern Cascades,weighted,Lasso,mape,BA,0.3348896799678954
Puget Lowland,Eastern Cascades,weighted,Lasso,bias,BA,-34.072783995962865
Puget Lowland,Eastern Cascades,weighted,Lasso,rel_bias,BA,0.19354299808364084
Willamette Valley,Eastern Cascades,unweighted,Lasso,rmse,BA,99.6615534090369
Willamette Valley,Eastern Cascades,unweighted,Lasso,nrmse,BA,0.43061161541284027
Willamette Valley,Eastern Cascades,unweighted,Lasso,mae,BA,87.42623441943704
Willamette Valley,Eastern Cascades,unweighted,Lasso,mape,BA,0.3777459887495772
Willamette Valley,Eastern Cascades,unweighted,Lasso,bias,BA,55.96132799011545
Willamette Valley,Eastern Cascades,unweighted,Lasso,rel_bias,BA,-0.2417943231084168
Willamette Valley,Eastern Cascades,weighted,Lasso,rmse,BA,90.84672459952621
Willamette Valley,Eastern Cascades,weighted,Lasso,nrmse,BA,0.39252503595052524
Willamette Valley,Eastern Cascades,weighted,Lasso,mae,BA,71.79345090074492
Willamette Valley,Eastern Cascades,weighted,Lasso,mape,BA,0.3102008027262893
Willamette Valley,Eastern Cascades,weighted,Lasso,bias,BA,30.27342349711712
Willamette Valley,Eastern Cascades,weighted,Lasso,rel_bias,BA,-0.13080357821302613
Blue Mountains,Klamath Mountains,unweighted,Lasso,rmse,BA,91.77093173124483
Blue Mountains,Klamath Mountains,unweighted,Lasso,nrmse,BA,1.4967170986068319
Blue Mountains,Klamath Mountains,unweighted,Lasso,mae,BA,88.02425458842971
Blue Mountains,Klamath Mountains,unweighted,Lasso,mape,BA,1.4356115215267908
Blue Mountains,Klamath Mountains,unweighted,Lasso,bias,BA,88.02425458842971
Blue Mountains,Klamath Mountains,unweighted,Lasso,rel_bias,BA,-1.4356115215267908
Blue Mountains,Klamath Mountains,weighted,Lasso,rmse,BA,82.8580201726441
Blue Mountains,Klamath Mountains,weighted,Lasso,nrmse,BA,1.3513539985873697
Blue Mountains,Klamath Mountains,weighted,Lasso,mae,BA,78.64713187902804
Blue Mountains,Klamath Mountains,weighted,Lasso,mape,BA,1.2826774755262802
Blue Mountains,Klamath Mountains,weighted,Lasso,bias,BA,78.11822376266485
Blue Mountains,Klamath Mountains,weighted,Lasso,rel_bias,BA,-1.2740513691283304
Cascades,Klamath Mountains,unweighted,Lasso,rmse,BA,75.68029795294233
Cascades,Klamath Mountains,unweighted,Lasso,nrmse,BA,0.37224561453301286
Cascades,Klamath Mountains,unweighted,Lasso,mae,BA,58.87311745851204
Cascades,Klamath Mountains,unweighted,Lasso,mape,BA,0.28957681696027243
Cascades,Klamath Mountains,unweighted,Lasso,bias,BA,22.446989637104238
Cascades,Klamath Mountains,unweighted,Lasso,rel_bias,BA,-0.11040909824477216
Cascades,Klamath Mountains,weighted,Lasso,rmse,BA,84.1004913142284
Cascades,Klamath Mountains,weighted,Lasso,nrmse,BA,0.41366167838370854
Cascades,Klamath Mountains,weighted,Lasso,mae,BA,61.01339376082091
Cascades,Klamath Mountains,weighted,Lasso,mape,BA,0.3001041072719306
Cascades,Klamath Mountains,weighted,Lasso,bias,BA,-38.94012860387217
Cascades,Klamath Mountains,weighted,Lasso,rel_bias,BA,0.19153323248219842
Coast Range,Klamath Mountains,unweighted,Lasso,rmse,BA,88.40085429004988
Coast Range,Klamath Mountains,unweighted,Lasso,nrmse,BA,0.42830826348504253
Coast Range,Klamath Mountains,unweighted,Lasso,mae,BA,62.841202358514224
Coast Range,Klamath Mountains,unweighted,Lasso,mape,BA,0.30446997909291584
Coast Range,Klamath Mountains,unweighted,Lasso,bias,BA,8.763957474528098
Coast Range,Klamath Mountains,unweighted,Lasso,rel_bias,BA,-0.04246198113488582
Coast Range,Klamath Mountains,weighted,Lasso,rmse,BA,102.79491131241713
Coast Range,Klamath Mountains,weighted,Lasso,nrmse,BA,0.49804846698496186
Coast Range,Klamath Mountains,weighted,Lasso,mae,BA,72.40655033498913
Coast Range,Klamath Mountains,weighted,Lasso,mape,BA,0.35081475273041757
Coast Range,Klamath Mountains,weighted,Lasso,bias,BA,-50.710794166426275
Coast Range,Klamath Mountains,weighted,Lasso,rel_bias,BA,0.24569731100227818
Eastern Cascades,Klamath Mountains,unweighted,Lasso,rmse,BA,74.67001065417847
Eastern Cascades,Klamath Mountains,unweighted,Lasso,nrmse,BA,0.6315357585328826
Eastern Cascades,Klamath Mountains,unweighted,Lasso,mae,BA,65.11874895970273
Eastern Cascades,Klamath Mountains,unweighted,Lasso,mape,BA,0.5507541536245504
Eastern Cascades,Klamath Mountains,unweighted,Lasso,bias,BA,55.16972989252598
Eastern Cascades,Klamath Mountains,unweighted,Lasso,rel_bias,BA,-0.46660844039642485
Eastern Cascades,Klamath Mountains,weighted,Lasso,rmse,BA,70.29251366033621
Eastern Cascades,Klamath Mountains,weighted,Lasso,nrmse,BA,0.5945122485552946
Eastern Cascades,Klamath Mountains,weighted,Lasso,mae,BA,60.13738137975836
Eastern Cascades,Klamath Mountains,weighted,Lasso,mape,BA,0.5086232937844328
Eastern Cascades,Klamath Mountains,weighted,Lasso,bias,BA,41.03352521401155
Eastern Cascades,Klamath Mountains,weighted,Lasso,rel_bias,BA,-0.34704881175557745
North Cascades,Klamath Mountains,unweighted,Lasso,rmse,BA,92.41679971424021
North Cascades,Klamath Mountains,unweighted,Lasso,nrmse,BA,0.54351825737957
North Cascades,Klamath Mountains,unweighted,Lasso,mae,BA,77.78926563028128
North Cascades,Klamath Mountains,unweighted,Lasso,mape,BA,0.45749134604249003
North Cascades,Klamath Mountains,unweighted,Lasso,bias,BA,53.01415849389891
North Cascades,Klamath Mountains,unweighted,Lasso,rel_bias,BA,-0.3117849041531827
North Cascades,Klamath Mountains,weighted,Lasso,rmse,BA,70.60048096276184
North Cascades,Klamath Mountains,weighted,Lasso,nrmse,BA,0.41521293208259735
North Cascades,Klamath Mountains,weighted,Lasso,mae,BA,53.26002839270362
North Cascades,Klamath Mountains,weighted,Lasso,mape,BA,0.31323090508974005
North Cascades,Klamath Mountains,weighted,Lasso,bias,BA,-4.143503877504869
North Cascades,Klamath Mountains,weighted,Lasso,rel_bias,BA,0.024368621440154926
Northern Rockies,Klamath Mountains,unweighted,Lasso,rmse,BA,131.18680988526964
Northern Rockies,Klamath Mountains,unweighted,Lasso,nrmse,BA,1.4428225898463807
Northern Rockies,Klamath Mountains,unweighted,Lasso,mae,BA,123.93827666230342
Northern Rockies,Klamath Mountains,unweighted,Lasso,mape,BA,1.3631015608306276
Northern Rockies,Klamath Mountains,unweighted,Lasso,bias,BA,119.53563313245273
Northern Rockies,Klamath Mountains,unweighted,Lasso,rel_bias,BA,-1.314680278649401
Northern Rockies,Klamath Mountains,weighted,Lasso,rmse,BA,50.186482767659484
Northern Rockies,Klamath Mountains,weighted,Lasso,nrmse,BA,0.5519624351369018
Northern Rockies,Klamath Mountains,weighted,Lasso,mae,BA,35.766081071949415
Northern Rockies,Klamath Mountains,weighted,Lasso,mape,BA,0.3933635535921364
Northern Rockies,Klamath Mountains,weighted,Lasso,bias,BA,8.886454262043735
Northern Rockies,Klamath Mountains,weighted,Lasso,rel_bias,BA,-0.09773525984911555
Puget Lowland,Klamath Mountains,unweighted,Lasso,rmse,BA,136.51864853598286
Puget Lowland,Klamath Mountains,unweighted,Lasso,nrmse,BA,0.7754643276320369
Puget Lowland,Klamath Mountains,unweighted,Lasso,mae,BA,64.49803208446275
Puget Lowland,Klamath Mountains,unweighted,Lasso,mape,BA,0.3663669661275948
Puget Lowland,Klamath Mountains,unweighted,Lasso,bias,BA,38.508269000078805
Puget Lowland,Klamath Mountains,unweighted,Lasso,rel_bias,BA,-0.21873780064962264
Puget Lowland,Klamath Mountains,weighted,Lasso,rmse,BA,131.87122544947616
Puget Lowland,Klamath Mountains,weighted,Lasso,nrmse,BA,0.7490656571379496
Puget Lowland,Klamath Mountains,weighted,Lasso,mae,BA,114.82363152956265
Puget Lowland,Klamath Mountains,weighted,Lasso,mape,BA,0.6522305280283516
Puget Lowland,Klamath Mountains,weighted,Lasso,bias,BA,-109.98883487052471
Puget Lowland,Klamath Mountains,weighted,Lasso,rel_bias,BA,0.6247675229323828
Willamette Valley,Klamath Mountains,unweighted,Lasso,rmse,BA,91.7473337021319
Willamette Valley,Klamath Mountains,unweighted,Lasso,nrmse,BA,0.3964163333190988
Willamette Valley,Klamath Mountains,unweighted,Lasso,mae,BA,56.74040067455507
Willamette Valley,Klamath Mountains,unweighted,Lasso,mape,BA,0.2451604932682745
Willamette Valley,Klamath Mountains,unweighted,Lasso,bias,BA,-10.582786916311019
Willamette Valley,Klamath Mountains,unweighted,Lasso,rel_bias,BA,0.04572546597682614
Willamette Valley,Klamath Mountains,weighted,Lasso,rmse,BA,111.94292082866787
Willamette Valley,Klamath Mountains,weighted,Lasso,nrmse,BA,0.48367620534894673
Willamette Valley,Klamath Mountains,weighted,Lasso,mae,BA,66.0548011875379
Willamette Valley,Klamath Mountains,weighted,Lasso,mape,BA,0.2854055919477622
Willamette Valley,Klamath Mountains,weighted,Lasso,bias,BA,-52.116063032708944
Willamette Valley,Klamath Mountains,weighted,Lasso,rel_bias,BA,0.2251799347273397
Blue Mountains,North Cascades,unweighted,Lasso,rmse,BA,80.45364306022864
Blue Mountains,North Cascades,unweighted,Lasso,nrmse,BA,1.3121403579741306
Blue Mountains,North Cascades,unweighted,Lasso,mae,BA,74.70337701155152
Blue Mountains,North Cascades,unweighted,Lasso,mape,BA,1.2183577042053102
Blue Mountains,North Cascades,unweighted,Lasso,bias,BA,74.39096923987289
Blue Mountains,North Cascades,unweighted,Lasso,rel_bias,BA,-1.2132625608435927
Blue Mountains,North Cascades,weighted,Lasso,rmse,BA,36.654027090424414
Blue Mountains,North Cascades,weighted,Lasso,nrmse,BA,0.5978005022298153
Blue Mountains,North Cascades,weighted,Lasso,mae,BA,32.74177358264974
Blue Mountains,North Cascades,weighted,Lasso,mape,BA,0.5339944951564742
Blue Mountains,North Cascades,weighted,Lasso,bias,BA,30.751482704993695
Blue Mountains,North Cascades,weighted,Lasso,rel_bias,BA,-0.5015342996284081
Cascades,North Cascades,unweighted,Lasso,rmse,BA,142.79068610787266
Cascades,North Cascades,unweighted,Lasso,nrmse,BA,0.7023387610453916
